StartTime(ns),EndTime(ns),ResponseTime(us),StatusCode,ThreadID
1753602017208994191,1753602017211870191,2876,200,3
1753602017219615576,1753602017222125576,2510,200,1
1753602017223118177,1753602017226052177,2934,200,2
1753602017234699759,1753602017237191759,2492,200,2
1753602017245173328,1753602017248626328,3453,200,1
1753602017255678113,1753602017258878113,3200,200,1
1753602017266927299,1753602017270584299,11689,200,0
1753602017273423308,1753602017276440308,3017,200,3
1753602017282074433,1753602017284788433,2714,200,1
1753602017288661260,1753602017291902260,3241,200,2
1753602017294124016,1753602017297040016,2916,200,3
1753602017297566848,1753602017300366848,2800,200,3
1753602017303221158,1753602017306880158,3659,200,2
1753602017305712060,1753602017309128060,3416,200,3
1753602017308402951,1753602017311076951,2674,200,2
1753602017310299682,1753602017313153682,2854,200,2
1753602017313311991,1753602017320015991,6704,200,2
1753602017325681331,1753602017329071331,3390,200,2
1753602017335873066,1753602017339074066,3201,200,2
1753602017345736853,1753602017350017853,4281,200,1
1753602017358987354,1753602017364179354,5192,200,3
1753602017371821396,1753602017375165396,3344,200,3
1753602017376834519,1753602017379529519,2695,200,3
1753602017385805351,1753602017388168351,2363,200,2
1753602017386683878,1753602017389195878,2512,200,2
1753602017391624427,1753602017395472427,3848,200,1
1753602017404552059,1753602017407687059,3135,200,3
1753602017407433586,1753602017411702586,4269,200,3
1753602017408842896,1753602017411471896,2629,200,1
1753602017416706685,1753602017419147685,2441,200,2
1753602017420860240,1753602017423474240,2614,200,1
1753602017422512235,1753602017426019235,3507,200,2
1753602017428777439,1753602017432111439,3334,200,2
1753602017431845253,1753602017434553253,2708,200,3
1753602017439532667,1753602017441867667,2335,200,3
1753602017443941559,1753602017446655559,2714,200,3
1753602017456153303,1753602017459327303,3174,200,2
1753602017457091315,1753602017460367315,3276,200,2
1753602017458920324,1753602017461957324,3037,200,2
1753602017470957698,1753602017473776698,2819,200,1
1753602017481358221,1753602017484126221,2768,200,1
1753602017493692982,1753602017496274982,2582,200,2
1753602017498703907,1753602017501198907,2495,200,3
1753602017499750724,1753602017502929724,3179,200,3
1753602017511497091,1753602017513771091,2274,200,3
1753602017512365089,1753602017515456089,3091,200,1
1753602017514797186,1753602017517483186,2686,200,2
1753602017525839880,1753602017528905880,3066,200,3
1753602017535752650,1753602017538525650,3377,200,0
1753602017548075444,1753602017551791444,3716,200,2
1753602017560365699,1753602017563537699,3172,200,3
1753602017566901442,1753602017571395442,4494,200,2
1753602017580327505,1753602017583046505,2719,200,2
1753602017587786119,1753602017591108119,16392,200,0
1753602017599062639,1753602017602485639,3423,200,2
1753602017604581632,1753602017607234632,2653,200,1
1753602017614391133,1753602017617181133,2790,200,3
1753602017615989505,1753602017618682505,2693,200,2
1753602017628114218,1753602017631240218,3126,200,3
1753602017632038083,1753602017634936083,2898,200,3
1753602017638017077,1753602017640602077,2585,200,2
1753602017638378428,1753602017641598428,3220,200,2
1753602017640939759,1753602017643621759,2682,200,1
1753602017648762040,1753602017651536040,2774,200,1
1753602017648803926,1753602017651644926,2841,200,3
1753602017656200711,1753602017659397711,3197,200,1
1753602017661053219,1753602017663691219,2638,200,1
1753602017673291307,1753602017677545307,4254,200,1
1753602017681007837,1753602017684722837,3715,200,1
1753602017693657887,1753602017697562887,3905,200,3
1753602017707069435,1753602017710564435,10793,200,0
1753602017709671748,1753602017712312748,2641,200,2
1753602017713297590,1753602017716339590,3042,200,3
1753602017713489399,1753602017717520399,9451,200,0
1753602017721417401,1753602017724883401,3466,200,2
1753602017722414317,1753602017725496317,3082,200,1
1753602017726875146,1753602017730193146,3318,200,1
1753602017733065089,1753602017736419089,3354,200,1
1753602017742737887,1753602017745575887,2838,200,2
1753602017753887824,1753602017757920824,4033,200,1
1753602017757847958,1753602017760285958,2438,200,3
1753602017767676091,1753602017770465091,5685,200,0
1753602017768885723,1753602017772327723,3442,200,2
1753602017780593887,1753602017783840887,3247,200,1
1753602017786650985,1753602017789652985,3002,200,1
1753602017788194139,1753602017790734139,2540,200,1
1753602017799234724,1753602017801981724,2747,200,3
1753602017799552789,1753602017802998789,3446,200,3
1753602017812653471,1753602017815078471,2425,200,1
1753602017821394504,1753602017824366504,2972,200,3
1753602017829545642,1753602017832335642,2790,200,3
1753602017842228347,1753602017845095347,2867,200,2
1753602017848603540,1753602017851269540,2666,200,2
1753602017850003620,1753602017853100620,3097,200,3
1753602017852420850,1753602017855442850,3022,200,1
1753602017855920814,1753602017858382814,11848,200,0
1753602017856912827,1753602017860872827,3960,200,2
1753602017859712345,1753602017861998345,2286,200,2
1753602017865894776,1753602017869403776,3509,200,3
1753602017867240914,1753602017869774914,13382,200,0
1753602017869772145,1753602017872972145,3200,200,2
1753602017874108090,1753602017877054090,2946,200,2
1753602017886005117,1753602017888444117,2439,200,2
1753602017886782069,1753602017890369069,3587,200,2
1753602017894079318,1753602017896651318,5032,200,0
1753602017901950594,1753602017904695594,2745,200,1
1753602017902509580,1753602017906149580,3640,200,3
1753602017906655636,1753602017908985636,2330,200,2
1753602017912464549,1753602017914899549,2435,200,3
1753602017914793839,1753602017917757839,2964,200,3
1753602017918943308,1753602017921274308,2331,200,1
1753602017920198712,1753602017924095712,3897,200,2
1753602017921909446,1753602017924721446,2812,200,1
1753602017925297507,1753602017928145507,2848,200,1
1753602017926409712,1753602017930105712,3696,200,3
1753602017938282966,1753602017941998966,3716,200,2
1753602017947532976,1753602017951592976,4060,200,2
1753602017948924998,1753602017952619998,3695,200,2
1753602017961575263,1753602017965188263,3613,200,1
1753602017971726345,1753602017974121345,15010,200,0
1753602017984003993,1753602017987187993,3184,200,1
1753602017985447719,1753602017988061719,2614,200,3
1753602017995976872,1753602017999077872,7140,200,0
1753602018006197836,1753602018008933836,9330,200,0
1753602018015089556,1753602018018262556,3173,200,2
1753602018022743669,1753602018025603669,2860,200,3
1753602018027299189,1753602018029829189,2530,200,3
1753602018040163687,1753602018042783687,2620,200,2
1753602018047784478,1753602018050421478,2637,200,2
1753602018056694902,1753602018059496902,2802,200,3
1753602018059880346,1753602018063088346,3208,200,1
1753602018062278325,1753602018065048325,11509,200,0
1753602018063454047,1753602018066044047,2590,200,1
1753602018066407840,1753602018068752840,2345,200,2
1753602018070795302,1753602018074468302,3673,200,2
1753602018071724652,1753602018074862652,3138,200,2
1753602018082416512,1753602018085566512,3150,200,2
1753602018095654780,1753602018098596780,2942,200,2
1753602018099689649,1753602018102913649,10767,200,0
1753602018105780267,1753602018108341267,2561,200,3
1753602018114919897,1753602018118175897,3256,200,2
1753602018115232271,1753602018118734271,3502,200,2
1753602018124514235,1753602018140003235,15489,200,2
1753602018136599862,1753602018141087862,4488,200,1
1753602018140398358,1753602018144173358,3775,200,1
1753602018141364298,1753602018143967298,2603,200,3
1753602018144843413,1753602018147188413,21131,200,0
1753602018156463930,1753602018162025930,5562,200,2
1753602018164897914,1753602018167437914,2540,200,1
1753602018171954084,1753602018176127084,4173,200,2
1753602018177193149,1753602018179831149,2638,200,2
1753602018185957732,1753602018188927732,17613,200,0
1753602018186023221,1753602018189008221,2985,200,2
1753602018186996076,1753602018189934076,2938,200,1
1753602018196620621,1753602018199521621,2901,200,3
1753602018200094451,1753602018202525451,2431,200,3
1753602018210461436,1753602018212978436,2517,200,1
1753602018214694891,1753602018217387891,2693,200,1
1753602018219095933,1753602018222417933,3322,200,1
1753602018229677791,1753602018232430791,2753,200,1
1753602018234599252,1753602018237337252,2738,200,1
1753602018244090378,1753602018247167378,3077,200,3
1753602018247709820,1753602018250397820,2688,200,1
1753602018254741105,1753602018257648105,2907,200,1
1753602018260129122,1753602018263612122,3483,200,3
1753602018260452692,1753602018263316692,2864,200,1
1753602018264562850,1753602018267418850,2856,200,1
1753602018266132110,1753602018268579110,2447,200,2
1753602018276484631,1753602018278567631,2083,200,2
1753602018281893110,1753602018285196110,3303,200,3
1753602018292242575,1753602018294924575,2682,200,2
1753602018297657002,1753602018300692002,3035,200,1
1753602018304353601,1753602018309985601,5632,200,1
1753602018316792481,1753602018319100481,14648,200,0
1753602018320253196,1753602018323172196,2919,200,3
1753602018329287415,1753602018331576415,2289,200,1
1753602018339877737,1753602018343379737,3502,200,3
1753602018347905534,1753602018351327534,3422,200,3
1753602018349820402,1753602018352240402,2420,200,2
1753602018360331435,1753602018362698435,2367,200,1
1753602018367034834,1753602018369784834,14953,200,0
1753602018377493938,1753602018380351938,2858,200,2
1753602018378712261,1753602018381530261,2818,200,1
1753602018381012499,1753602018384248499,3236,200,1
1753602018392405679,1753602018395431679,3026,200,1
1753602018405740320,1753602018408098320,2358,200,2
1753602018413177887,1753602018416993887,3816,200,3
1753602018415850990,1753602018418734990,2884,200,1
1753602018416467927,1753602018419353927,2886,200,3
1753602018423240762,1753602018426046762,9968,200,0
1753602018424756226,1753602018429050226,4294,200,2
1753602018433062269,1753602018436004269,2942,200,1
1753602018434893775,1753602018438370775,3477,200,3
1753602018438009350,1753602018441013350,3004,200,2
1753602018441775828,1753602018444773828,2998,200,1
1753602018447722389,1753602018450186389,2464,200,1
1753602018450812472,1753602018454165472,6876,200,0
1753602018457905051,1753602018460670051,2765,200,3
1753602018464404051,1753602018467464051,3060,200,2
1753602018474783440,1753602018477604440,2821,200,1
1753602018477199647,1753602018479948647,2749,200,1
1753602018480868452,1753602018484030452,3162,200,2
1753602018491106887,1753602018494049887,2943,200,1
1753602018503425741,1753602018506044741,2619,200,3
1753602018505996617,1753602018508713617,2717,200,2
1753602018511586350,1753602018514406350,2820,200,1
1753602018516880639,1753602018519677639,2797,200,3
1753602018528748609,1753602018531392609,2644,200,1
1753602018537168875,1753602018539832875,2664,200,2
1753602018537321230,1753602018540732230,3411,200,2
1753602018544982190,1753602018547676190,2694,200,2
1753602018548716551,1753602018551518551,2802,200,3
1753602018557050012,1753602018559732012,2682,200,2
1753602018567038357,1753602018569872357,2834,200,1
1753602018568259624,1753602018573047624,4788,200,3
1753602018579227490,1753602018582856490,3629,200,1
1753602018584290249,1753602018587415249,3125,200,3
1753602018593684634,1753602018596543634,2859,200,1
1753602018604192730,1753602018607345730,13586,200,0
1753602018615964445,1753602018618941445,2977,200,2
1753602018621627997,1753602018627839997,5507,200,0
1753602018630556012,1753602018633256012,2700,200,1
1753602018630729545,1753602018634325545,3596,200,3
1753602018643473160,1753602018648952160,5479,200,1
1753602018652843785,1753602018655901785,3058,200,2
1753602018658290933,1753602018660831933,2541,200,1
1753602018669238895,1753602018672006895,2768,200,1
1753602018676093256,1753602018679444256,3351,200,1
1753602018688056282,1753602018693641282,5585,200,3
1753602018694084955,1753602018697714955,3630,200,1
1753602018703160837,1753602018705709837,2549,200,3
1753602018706599234,1753602018710136234,3537,200,1
1753602018715221419,1753602018726064419,10843,200,2
1753602018715684819,1753602018719841819,4157,200,3
1753602018723290199,1753602018726045199,2755,200,1
1753602018729711218,1753602018732793218,3082,200,1
1753602018731780554,1753602018734985554,3205,200,1
1753602018736039812,1753602018738892812,2853,200,2
1753602018749107621,1753602018754244621,5137,200,3
1753602018759669025,1753602018762053025,2384,200,3
1753602018767268188,1753602018769698188,2430,200,1
1753602018772501750,1753602018775172750,2671,200,3
1753602018772791088,1753602018775537088,2746,200,1
1753602018782870270,1753602018788131270,5261,200,1
1753602018783342122,1753602018785810122,2468,200,1
1753602018786024806,1753602018788312806,2288,200,2
1753602018787301061,1753602018790530061,3229,200,2
1753602018795079122,1753602018797943122,2864,200,3
1753602018797393186,1753602018800671186,3278,200,3
1753602018810832075,1753602018814388075,15345,200,0
1753602018822145050,1753602018825109050,2964,200,2
1753602018828621752,1753602018831228752,15780,200,0
1753602018837561542,1753602018840026542,2465,200,1
1753602018837918050,1753602018840900050,2982,200,1
1753602018841001994,1753602018843768994,2767,200,3
1753602018844017302,1753602018846580302,2563,200,1
1753602018851496691,1753602018854353691,2857,200,3
1753602018860988242,1753602018863765242,2777,200,2
1753602018862043318,1753602018865707318,3664,200,1
1753602018862602773,1753602018865045773,2443,200,2
1753602018868146624,1753602018870631624,2485,200,2
1753602018878322939,1753602018881420939,7369,200,0
1753602018886034268,1753602018888640268,2606,200,3
1753602018894636180,1753602018897037180,2401,200,1
1753602018903082381,1753602018905764381,2682,200,1
1753602018915517390,1753602018918791390,3274,200,2
1753602018922930446,1753602018925865446,7818,200,0
1753602018923516666,1753602018927509666,3993,200,1
1753602018935697689,1753602018939478689,3781,200,3
1753602018943538627,1753602018947062627,3524,200,2
1753602018944064237,1753602018946848237,2784,200,1
1753602018955071651,1753602018957724651,2653,200,3
1753602018955298570,1753602018957931570,2633,200,2
1753602018965768306,1753602018970055306,4287,200,2
1753602018979127709,1753602018981612709,2485,200,3
1753602018981086581,1753602018984507581,3421,200,1
1753602018989207824,1753602018991586824,2379,200,1
1753602018997583797,1753602019000572797,2989,200,3
1753602019003278977,1753602019005739977,2461,200,3
1753602019006117984,1753602019009173984,3056,200,2
1753602019009914264,1753602019012752264,2838,200,3
1753602019017243037,1753602019020087037,2844,200,3
1753602019025343582,1753602019030512582,5169,200,1
1753602019037174112,1753602019040183112,3009,200,3
1753602019050510937,1753602019052978937,2468,200,1
1753602019062851503,1753602019066255503,3404,200,1
1753602019072970587,1753602019076411587,3441,200,3
1753602019081794032,1753602019084117032,2323,200,3
1753602019085400077,1753602019088835077,3435,200,3
1753602019088800356,1753602019091498356,13026,200,0
1753602019094413819,1753602019097817819,13865,200,0
1753602019095785313,1753602019100474313,4689,200,2
1753602019102108644,1753602019105748644,3640,200,2
1753602019110481161,1753602019113612161,3131,200,2
1753602019119211818,1753602019122735818,3524,200,2
1753602019127231368,1753602019129539368,2308,200,1
1753602019138792161,1753602019142575161,3783,200,2
1753602019139994396,1753602019143032396,3038,200,1
1753602019145470051,1753602019148036051,2566,200,2
1753602019155636565,1753602019158869565,3233,200,3
1753602019161851354,1753602019164958354,3107,200,1
1753602019166865309,1753602019174041309,7176,200,3
1753602019176085618,1753602019179044618,2959,200,1
1753602019187247209,1753602019189804209,2557,200,2
1753602019188319868,1753602019191754868,3435,200,1
1753602019188516269,1753602019192192269,3676,200,2
1753602019189836195,1753602019192982195,3146,200,3
1753602019197192808,1753602019199788808,2596,200,3
1753602019200693558,1753602019203689558,2996,200,2
1753602019206268916,1753602019209806916,3538,200,1
1753602019218947522,1753602019223786522,4839,200,2
1753602019224846389,1753602019227578389,2732,200,3
1753602019229382306,1753602019232330306,2948,200,1
1753602019234812441,1753602019238025441,3213,200,1
1753602019242305994,1753602019245814994,3509,200,3
1753602019245084207,1753602019252285207,7201,200,3
1753602019247314198,1753602019250390198,3076,200,1
1753602019248151539,1753602019251067539,2916,200,3
1753602019254384609,1753602019256868609,2484,200,3
1753602019259865314,1753602019262684314,2819,200,1
1753602019266861553,1753602019269397553,2536,200,2
1753602019272679759,1753602019275467759,2788,200,1
1753602019285010507,1753602019287792507,2782,200,1
1753602019294270210,1753602019298236210,15079,200,0
1753602019305464106,1753602019307942106,7708,200,0
1753602019311268746,1753602019314423746,3155,200,2
1753602019317396608,1753602019319969608,12099,200,0
1753602019326725606,1753602019330420606,3695,200,1
1753602019335710844,1753602019338706844,2996,200,1
1753602019341988220,1753602019345460220,3472,200,3
1753602019354015146,1753602019357189146,3174,200,3
1753602019362664623,1753602019365537623,9810,200,0
1753602019363512124,1753602019367281124,8544,200,0
1753602019375618974,1753602019378738974,3120,200,2
1753602019382312117,1753602019385593117,8289,200,0
1753602019393677830,1753602019396357830,2680,200,2
1753602019398396517,1753602019401200517,2804,200,2
1753602019401205071,1753602019403686071,2481,200,1
1753602019412909665,1753602019416455665,3546,200,1
1753602019416296551,1753602019419734551,3438,200,3
1753602019420314237,1753602019423585237,3271,200,3
1753602019422883799,1753602019426152799,3269,200,1
1753602019433308977,1753602019436102977,2794,200,1
1753602019441469162,1753602019443934162,2465,200,1
1753602019452822894,1753602019456777894,3955,200,1
1753602019465655882,1753602019468048882,2393,200,1
1753602019478004254,1753602019481732254,3728,200,3
1753602019479705418,1753602019482905418,3200,200,1
1753602019490003973,1753602019493102973,3099,200,1
1753602019501232255,1753602019504200255,2968,200,1
1753602019504166198,1753602019506784198,2618,200,2
1753602019516871335,1753602019519318335,2447,200,2
1753602019519093804,1753602019521831804,2738,200,2
1753602019521764670,1753602019525165670,3401,200,2
1753602019533465153,1753602019535997153,2532,200,1
1753602019537279726,1753602019540468726,3189,200,3
1753602019543642543,1753602019546973543,3331,200,2
1753602019545735242,1753602019550571242,4836,200,1
1753602019555891571,1753602019559382571,3491,200,3
1753602019558826742,1753602019561253742,2427,200,2
1753602019561201170,1753602019563864170,2663,200,3
1753602019568750512,1753602019571560512,2810,200,3
1753602019572930654,1753602019576059654,3129,200,3
1753602019576883648,1753602019579649648,2766,200,1
1753602019581199220,1753602019584508220,3309,200,1
1753602019583092680,1753602019585863680,2771,200,2
1753602019594347012,1753602019597243012,2896,200,1
1753602019606461146,1753602019608862146,21218,200,0
1753602019617727705,1753602019620404705,2677,200,1
1753602019625376232,1753602019629667232,4291,200,3
1753602019633136616,1753602019635840616,2704,200,2
1753602019643536593,1753602019646249593,2713,200,2
1753602019649443737,1753602019651882737,2439,200,3
1753602019657698335,1753602019660869335,3171,200,3
1753602019665274550,1753602019668652550,15037,200,0
1753602019673294481,1753602019675745481,2451,200,1
1753602019683235725,1753602019686593725,3358,200,3
1753602019687984704,1753602019691497704,17377,200,0
1753602019688780661,1753602019692046661,4838,200,0
1753602019693564590,1753602019696542590,2978,200,3
1753602019696023957,1753602019699022957,2999,200,3
1753602019702262257,1753602019706631257,4369,200,2
1753602019702997303,1753602019705917303,2920,200,2
1753602019713440976,1753602019716961976,3521,200,2
1753602019715365547,1753602019719353547,3988,200,2
1753602019727248013,1753602019730670013,3422,200,1
1753602019728487917,1753602019730873917,2386,200,2
1753602019733734178,1753602019737071178,3337,200,1
1753602019739338146,1753602019741955146,2617,200,2
1753602019748371513,1753602019750828513,10891,200,0
1753602019750759823,1753602019753386823,2627,200,1
1753602019764157261,1753602019767032261,2875,200,2
1753602019772986547,1753602019775689547,2703,200,1
1753602019780686013,1753602019783252013,2566,200,1
1753602019789277655,1753602019792455655,3178,200,2
1753602019793504077,1753602019796325077,2821,200,3
1753602019796838230,1753602019800250230,3412,200,3
1753602019804978691,1753602019807274691,2296,200,3
1753602019818108695,1753602019821059695,2951,200,2
1753602019827842187,1753602019830288187,2446,200,1
1753602019835199107,1753602019838341107,3142,200,1
1753602019839094715,1753602019842011715,7948,200,1
1753602019850941069,1753602019853326069,4797,200,0
1753602019853727330,1753602019857654330,3847,200,1
1753602019860654108,1753602019865187108,2419,200,0
1753602019868151707,1753602019872575707,4424,200,3
1753602019871781965,1753602019878850965,8297,200,0
1753602019873728052,1753602019876812052,20092,200,1
1753602019880672646,1753602019883837646,13791,200,1
1753602019883948056,1753602019887642056,3694,200,2
1753602019892473854,1753602019895425854,2952,200,2
1753602019893391422,1753602019897385422,3994,200,3
1753602019895721005,1753602019899604005,3883,200,3
1753602019908033551,1753602019910618551,2585,200,2
1753602019916405396,1753602019919709396,3304,200,3
1753602019929430481,1753602019932315481,2885,200,2
1753602019935390427,1753602019938387427,2997,200,3
1753602019937662739,1753602019940537739,2875,200,3
1753602019950526026,1753602019953432026,2906,200,3
1753602019955345417,1753602019957668417,2323,200,1
1753602019961457631,1753602019965607631,5380,200,1
1753602019963885691,1753602019968432691,4547,200,2
1753602019972735241,1753602019975076241,2341,200,2
1753602019973576882,1753602019976472882,2896,200,2
1753602019983542492,1753602019988105492,4563,200,3
1753602019992838130,1753602019996142130,13866,200,1
1753602019998351828,1753602020001163828,2812,200,0
1753602020009676081,1753602020012242081,2566,200,2
1753602020022331101,1753602020025479101,3148,200,2
1753602020033502451,1753602020036936451,3434,200,2
1753602020043360249,1753602020047561249,19633,200,1
1753602020052139476,1753602020055139476,14284,200,1
1753602020058135262,1753602020064769262,6634,200,2
1753602020071097005,1753602020074022005,2925,200,3
1753602020073397350,1753602020077134350,3737,200,2
1753602020083349384,1753602020086942384,3593,200,3
1753602020095330110,1753602020098458110,3128,200,2
1753602020105884233,1753602020111955233,6071,200,3
1753602020119130130,1753602020121615130,2485,200,3
1753602020122806975,1753602020125646975,2840,200,3
1753602020130032538,1753602020133796538,16818,200,1
1753602020140053400,1753602020143269400,3216,200,3
1753602020149490558,1753602020153574558,4084,200,2
1753602020150379479,1753602020156053479,5674,200,2
1753602020160762340,1753602020163276340,2514,200,0
1753602020161614833,1753602020164372833,2758,200,3
1753602020172141207,1753602020176337207,4196,200,2
1753602020180473517,1753602020182833517,2360,200,2
1753602020187945032,1753602020191757032,3812,200,3
1753602020188208737,1753602020191283737,3075,200,2
1753602020199531369,1753602020202143369,2612,200,3
1753602020209924760,1753602020216333760,6409,200,3
1753602020222735046,1753602020225042046,2307,200,2
1753602020231828794,1753602020234620794,2792,200,3
1753602020232399231,1753602020235631231,3232,200,3
1753602020243972719,1753602020247113719,3141,200,2
1753602020251777704,1753602020254425704,2648,200,2
1753602020259124624,1753602020262100624,2976,200,3
1753602020264247054,1753602020267857054,3610,200,3
1753602020267905205,1753602020270191205,2286,200,1
1753602020280541175,1753602020284225175,3684,200,3
1753602020282735930,1753602020285282930,2547,200,2
1753602020293717565,1753602020297898565,4181,200,2
1753602020306327339,1753602020309962339,3635,200,2
1753602020310537034,1753602020314837034,4300,200,0
1753602020313874687,1753602020317185687,3311,200,2
1753602020326726923,1753602020329318923,2592,200,3
1753602020334421141,1753602020336836141,2415,200,3
1753602020341459220,1753602020345037220,3578,200,3
1753602020352165639,1753602020355795639,3630,200,2
1753602020362382870,1753602020365443870,11092,200,0
1753602020367142535,1753602020371755535,4613,200,3
1753602020377077037,1753602020390733037,7063,200,1
1753602020387113822,1753602020390151822,3038,200,3
1753602020393907770,1753602020397331770,3424,200,3
1753602020399289808,1753602020402499808,3210,200,3
1753602020402965409,1753602020405665409,2700,200,3
1753602020411780253,1753602020414301253,8655,200,0
1753602020413243154,1753602020415643154,19367,200,0
1753602020424485833,1753602020426923833,2438,200,3
1753602020425114200,1753602020428777200,3663,200,3
1753602020428750908,1753602020431253908,2503,200,3
1753602020438173127,1753602020441311127,3138,200,3
1753602020446930278,1753602020449800278,1806,200,1
1753602020452382840,1753602020455363840,2981,200,2
1753602020464581869,1753602020467174869,2593,200,3
1753602020473369762,1753602020475996762,2627,200,2
1753602020484873639,1753602020487467639,2594,200,2
1753602020496107537,1753602020501108537,5001,200,3
1753602020498901758,1753602020502226758,3325,200,2
1753602020505545621,1753602020509322621,3777,200,1
1753602020511594424,1753602020516309424,4715,200,3
1753602020516355450,1753602020519604450,3249,200,3
1753602020519027231,1753602020522293231,3266,200,3
1753602020531194736,1753602020534087736,2893,200,2
1753602020536379214,1753602020539098214,2719,200,3
1753602020547070497,1753602020549315497,3663,200,1
1753602020558587716,1753602020562141716,3554,200,2
1753602020569453960,1753602020572291960,2838,200,2
1753602020577184838,1753602020580731838,3547,200,2
1753602020581845494,1753602020584920494,3075,200,2
1753602020594927646,1753602020597905646,12991,200,1
1753602020604248699,1753602020606915699,2667,200,0
1753602020610235045,1753602020613792045,3557,200,3
1753602020611078810,1753602020614099810,3021,200,3
1753602020617164733,1753602020619721733,10386,200,1
1753602020629297958,1753602020632099958,6403,200,1
1753602020640552314,1753602020644488314,3936,200,2
1753602020646384487,1753602020648991487,2607,200,3
1753602020650239612,1753602020652926612,2687,200,3
1753602020660757225,1753602020663858225,3101,200,0
1753602020661625058,1753602020666377058,4752,200,0
1753602020673390257,1753602020675922257,2532,200,2
1753602020685601607,1753602020689542607,3941,200,3
1753602020699037780,1753602020701915780,2878,200,3
1753602020700425227,1753602020703448227,3023,200,3
1753602020711111785,1753602020714968785,16701,200,1
1753602020719125349,1753602020722034349,2909,200,0
1753602020724469625,1753602020727814625,9514,200,1
1753602020735660787,1753602020738128787,2468,200,3
1753602020738885875,1753602020741961875,3076,200,3
1753602020747851203,1753602020750771203,2920,200,2
1753602020752523382,1753602020756111382,3588,200,0
1753602020765625585,1753602020768775585,3150,200,0
1753602020775350845,1753602020777950845,2600,200,0
1753602020777167528,1753602020780466528,3299,200,0
1753602020780083400,1753602020784743400,4660,200,2
1753602020788966606,1753602020792437606,3471,200,2
1753602020794734587,1753602020798611587,3877,200,3
1753602020799856098,1753602020803706098,3850,200,2
1753602020801492832,1753602020805511832,4019,200,0
1753602020803126968,1753602020805877968,2751,200,0
1753602020803595960,1753602020806548960,2953,200,2
1753602020807872447,1753602020814015447,6143,200,3
1753602020811080581,1753602020813635581,2555,200,3
1753602020822284774,1753602020824776774,2492,200,0
1753602020835356794,1753602020838024794,2668,200,2
1753602020844391515,1753602020848501515,4110,200,2
1753602020845652384,1753602020849710384,4058,200,0
1753602020849139567,1753602020851959567,2820,200,0
1753602020849483080,1753602020852980080,3497,200,0
1753602020851810647,1753602020855335647,3525,200,0
1753602020857148715,1753602020859570715,2422,200,0
1753602020862330916,1753602020864748916,2418,200,2
1753602020863930893,1753602020868637893,11809,200,1
1753602020871494028,1753602020875054028,3560,200,3
1753602020879306436,1753602020883131436,3825,200,2
1753602020892459597,1753602020895192597,2733,200,0
1753602020903291308,1753602020906647308,3356,200,2
1753602020909467681,1753602020912657681,10783,200,1
1753602020910204278,1753602020912476278,2272,200,0
1753602020917064293,1753602020931054293,13990,200,2
1753602020927412889,1753602020930080889,2668,200,0
1753602020932644029,1753602020935179029,2535,200,0
1753602020938309653,1753602020941038653,2729,200,2
1753602020944442346,1753602020948392346,3950,200,2
