StartTime(ns),EndTime(ns),ResponseTime(us),StatusCode,ThreadID
1753602017395764805,1753602017398522805,7805,200,0
1753602017402810650,1753602017405699650,13727,200,0
1753602017414296821,1753602017418523821,4227,200,3
1753602017424509828,1753602017428225828,3716,200,2
1753602017429205977,1753602017432120977,2915,200,2
1753602017438376829,1753602017441963829,3587,200,2
1753602017449476870,1753602017454982870,5506,200,2
1753602017457433318,1753602017459984318,2551,200,1
1753602017468638702,1753602017471264702,2626,200,2
1753602017478061290,1753602017480785290,7167,200,0
1753602017491878065,1753602017494449065,2571,200,2
1753602017495810932,1753602017499061932,3251,200,1
1753602017505810932,1753602017509363932,3553,200,2
1753602017520356439,1753602017523100439,2744,200,3
1753602017528220053,1753602017531097053,2877,200,1
1753602017541699447,1753602017545310447,3611,200,3
1753602017543109604,1753602017546071604,2962,200,2
1753602017553883364,1753602017557254364,3371,200,3
1753602017557834797,1753602017560421797,2587,200,3
1753602017569006932,1753602017572332932,3326,200,1
1753602017575312728,1753602017578196728,2884,200,1
1753602017583279548,1753602017585848548,2569,200,2
1753602017586980194,1753602017589547194,2567,200,2
1753602017590807645,1753602017593716645,2909,200,2
1753602017603695213,1753602017606146213,2451,200,2
1753602017613274579,1753602017616419579,3145,200,1
1753602017622636810,1753602017625556810,4972,200,0
1753602017624360162,1753602017627040162,2680,200,3
1753602017628724575,1753602017631077575,2353,200,3
1753602017643140287,1753602017645899287,2759,200,1
1753602017646166566,1753602017649563566,3397,200,2
1753602017654174917,1753602017656968917,2794,200,3
1753602017664547212,1753602017667371212,2824,200,3
1753602017672148588,1753602017675996588,4074,200,0
1753602017680401726,1753602017683176726,2775,200,3
1753602017694848098,1753602017697615098,2767,200,2
1753602017706483558,1753602017709057558,2574,200,3
1753602017710013008,1753602017713311008,3298,200,3
1753602017716419079,1753602017719241079,2822,200,1
1753602017722668563,1753602017725504563,13890,200,0
1753602017732849961,1753602017735584961,2735,200,1
1753602017742900684,1753602017745307684,2407,200,1
1753602017746786944,1753602017750475944,3689,200,3
1753602017757097211,1753602017760533211,11530,200,0
1753602017763518658,1753602017766425658,2907,200,1
1753602017763746009,1753602017766743009,2997,200,1
1753602017768091794,1753602017772186794,4095,200,1
1753602017773703633,1753602017776967633,3264,200,2
1753602017776635971,1753602017779156971,2521,200,1
1753602017786623176,1753602017789442176,2819,200,2
1753602017801400080,1753602017803775080,2375,200,2
1753602017815270839,1753602017818217839,2947,200,3
1753602017824646308,1753602017827601308,2955,200,1
1753602017837410763,1753602017839773763,2363,200,3
1753602017844731754,1753602017848883754,4152,200,3
1753602017853466727,1753602017856388727,9205,200,0
1753602017866774799,1753602017870452799,3678,200,1
1753602017867663365,1753602017870573365,2910,200,3
1753602017873058419,1753602017875833419,7031,200,0
1753602017878628865,1753602017881625865,2997,200,3
1753602017883707040,1753602017886943040,16546,200,0
1753602017890077585,1753602017894267585,9122,200,0
1753602017890928816,1753602017895072816,4144,200,3
1753602017901040300,1753602017903668300,2628,200,1
1753602017915287299,1753602017918510299,3223,200,2
1753602017918774340,1753602017921322340,18790,200,0
1753602017921540104,1753602017925031104,3491,200,3
1753602017926523415,1753602017929729415,3206,200,3
1753602017938383282,1753602017941064282,2681,200,1
1753602017941756061,1753602017944447061,2691,200,1
1753602017953235371,1753602017956750371,3515,200,3
1753602017955807046,1753602017958804046,21026,200,0
1753602017964667612,1753602017967707612,3040,200,3
1753602017975406182,1753602017978125182,2719,200,1
1753602017985440289,1753602017988702289,14175,200,0
1753602017986697722,1753602017990185722,3488,200,2
1753602018000942526,1753602018004233526,13258,200,0
1753602018013569232,1753602018017006232,3437,200,2
1753602018020731359,1753602018023244359,2513,200,3
1753602018033528306,1753602018036154306,2626,200,3
1753602018042477219,1753602018045277219,2800,200,2
1753602018044987389,1753602018048151389,3164,200,2
1753602018050897639,1753602018053918639,3021,200,2
1753602018063119101,1753602018066476101,3357,200,1
1753602018070024529,1753602018073148529,3124,200,3
1753602018070648380,1753602018073641380,2993,200,3
1753602018073116938,1753602018076370938,3254,200,3
1753602018075889570,1753602018079428570,3539,200,1
1753602018084615330,1753602018087729330,3114,200,2
1753602018094201762,1753602018096866762,2665,200,2
1753602018100870631,1753602018104263631,3393,200,3
1753602018106882656,1753602018113601656,6719,200,3
1753602018121219338,1753602018123942338,2723,200,1
1753602018126324897,1753602018129920897,3596,200,1
1753602018136331787,1753602018139768787,3437,200,3
1753602018139377912,1753602018142471912,3094,200,3
1753602018147032655,1753602018149815655,8649,200,0
1753602018149707133,1753602018152515133,7119,200,0
1753602018151394505,1753602018154228505,2834,200,1
1753602018156408633,1753602018159552633,3144,200,1
1753602018158121263,1753602018161102263,2981,200,3
1753602018163797299,1753602018167809299,4012,200,1
1753602018173519243,1753602018177230243,3711,200,1
1753602018181695810,1753602018186005810,4310,200,2
1753602018193543152,1753602018195842152,2299,200,3
1753602018200650173,1753602018211495173,10845,200,3
1753602018201902295,1753602018204443295,2541,200,2
1753602018212733011,1753602018215759011,3026,200,3
1753602018218719233,1753602018222607233,3888,200,3
1753602018229909252,1753602018232458252,11643,200,0
1753602018244433272,1753602018247015272,2582,200,2
1753602018252239143,1753602018255644143,3405,200,2
1753602018255968091,1753602018258502091,2534,200,1
1753602018261296285,1753602018264393285,3097,200,2
1753602018268719815,1753602018271603815,2884,200,1
1753602018273472136,1753602018276813136,3341,200,2
1753602018274982303,1753602018277738303,2756,200,3
1753602018280915027,1753602018284942027,4027,200,3
1753602018290685301,1753602018296286301,5601,200,3
1753602018302836085,1753602018308209085,5373,200,2
1753602018314177270,1753602018316722270,2545,200,1
1753602018327341205,1753602018330248205,2907,200,3
1753602018339272897,1753602018342350897,3078,200,3
1753602018345398736,1753602018347840736,2442,200,1
1753602018354993157,1753602018357195157,2202,200,1
1753602018355799221,1753602018358319221,10690,200,0
1753602018367622779,1753602018370486779,2864,200,3
1753602018378165057,1753602018380865057,2700,200,2
1753602018382115263,1753602018385170263,3055,200,3
1753602018389147601,1753602018392712601,3565,200,1
1753602018393193968,1753602018395860968,2667,200,2
1753602018405033598,1753602018410274598,5241,200,1
1753602018411387281,1753602018415717281,6516,200,0
1753602018423015737,1753602018425592737,2577,200,3
1753602018436772799,1753602018440120799,3348,200,3
1753602018448352442,1753602018451579442,3227,200,1
1753602018454012677,1753602018457177677,3165,200,2
1753602018459111563,1753602018461904563,2793,200,1
1753602018473195089,1753602018477143089,3948,200,2
1753602018486663698,1753602018489456698,7134,200,0
1753602018489488239,1753602018492711239,3223,200,3
1753602018494881922,1753602018498206922,3325,200,1
1753602018506617730,1753602018509516730,2899,200,2
1753602018517881388,1753602018520290388,2409,200,1
1753602018522097350,1753602018525449350,3352,200,3
1753602018528742663,1753602018531949663,3207,200,3
1753602018543062198,1753602018545760198,2698,200,2
1753602018544405451,1753602018547227451,2822,200,2
1753602018548486411,1753602018552948411,4462,200,2
1753602018558377884,1753602018561541884,3164,200,2
1753602018571890627,1753602018574597627,2707,200,2
1753602018585989933,1753602018588595933,2606,200,3
1753602018592979563,1753602018596409563,3430,200,2
1753602018604747319,1753602018608801319,4054,200,2
1753602018619225542,1753602018622115542,2890,200,2
1753602018624131479,1753602018626755479,2624,200,3
1753602018627518735,1753602018630545735,3027,200,3
1753602018631383755,1753602018633788755,2405,200,2
1753602018643034736,1753602018647746736,4712,200,1
1753602018645112726,1753602018650260726,5148,200,2
1753602018653253034,1753602018656948034,3695,200,1
1753602018667097989,1753602018675198989,8101,200,3
1753602018670091573,1753602018673769573,3678,200,2
1753602018679453961,1753602018682375961,2922,200,2
1753602018687343890,1753602018689759890,2416,200,1
1753602018701732665,1753602018704678665,2946,200,3
1753602018709378408,1753602018712637408,3259,200,1
1753602018716687682,1753602018720263682,3576,200,1
1753602018730141729,1753602018733966729,3825,200,3
1753602018741344156,1753602018744025156,2681,200,3
1753602018743505959,1753602018746768959,3263,200,2
1753602018755474836,1753602018759200836,3726,200,2
1753602018761418549,1753602018764967549,3549,200,3
1753602018775843364,1753602018778612364,2769,200,3
1753602018790183981,1753602018792546981,2363,200,3
1753602018797528241,1753602018800760241,3232,200,2
1753602018803723870,1753602018806477870,17744,200,0
1753602018807104018,1753602018810002018,2898,200,3
1753602018811217432,1753602018813615432,4949,200,0
1753602018814286445,1753602018818511445,4225,200,3
1753602018816790856,1753602018820196856,3406,200,1
1753602018827663533,1753602018830832533,3169,200,2
1753602018828428158,1753602018831349158,2921,200,3
1753602018837344167,1753602018840014167,2670,200,1
1753602018846246363,1753602018849008363,2762,200,2
1753602018857199409,1753602018859568409,18830,200,0
1753602018865648679,1753602018868489679,2841,200,1
1753602018879456289,1753602018882192289,2441,200,0
1753602018883644327,1753602018888354327,4710,200,2
1753602018885030809,1753602018888606809,3576,200,3
1753602018893705210,1753602018896015210,2310,200,3
1753602018897715725,1753602018900591725,2876,200,2
1753602018912429254,1753602018916458254,4029,200,1
1753602018926155212,1753602018929891212,3736,200,1
1753602018936393698,1753602018939640698,3247,200,2
1753602018948807168,1753602018951842168,3035,200,2
1753602018952446503,1753602018955071503,2625,200,2
1753602018959667966,1753602018962416966,2749,200,1
1753602018965368533,1753602018968975533,7931,200,0
1753602018970508407,1753602018973977407,3469,200,1
1753602018976074776,1753602018982142776,6068,200,1
1753602018983188665,1753602018985635665,2447,200,1
1753602018992926880,1753602018996954880,4028,200,1
1753602018993301808,1753602018995899808,9775,200,0
1753602019001332486,1753602019004180486,2848,200,3
1753602019003237147,1753602019006770147,3533,200,1
1753602019017661931,1753602019020738931,3077,200,1
1753602019025877812,1753602019028478812,2601,200,2
1753602019034651035,1753602019037563035,2912,200,3
1753602019039342043,1753602019045388043,6046,200,2
1753602019049850878,1753602019052232878,2382,200,2
1753602019060423446,1753602019062890446,15902,200,0
1753602019073975217,1753602019076689217,2714,200,2
1753602019082621621,1753602019085626621,3005,200,3
1753602019086639046,1753602019089360046,8582,200,0
1753602019095998616,1753602019098736616,2738,200,2
1753602019096748097,1753602019099300097,2552,200,3
1753602019107827280,1753602019111130280,20096,200,0
1753602019112393496,1753602019116287496,3894,200,1
1753602019123105439,1753602019126344439,3239,200,2
1753602019125069979,1753602019127903979,2834,200,3
1753602019133967194,1753602019137267194,3300,200,3
1753602019136484527,1753602019139400527,2916,200,2
1753602019137028710,1753602019139418710,2390,200,2
1753602019140956375,1753602019144007375,3051,200,2
1753602019153589738,1753602019157030738,3441,200,3
1753602019159376856,1753602019161980856,12438,200,0
1753602019167161940,1753602019169939940,9876,200,0
1753602019178930310,1753602019181815310,2885,200,1
1753602019193498642,1753602019197860642,12175,200,0
1753602019197357223,1753602019199712223,2355,200,3
1753602019207692152,1753602019210283152,2591,200,1
1753602019219333761,1753602019223518761,4185,200,3
1753602019231154648,1753602019234233648,3079,200,2
1753602019236318583,1753602019239748583,3430,200,3
1753602019243382207,1753602019245929207,2547,200,2
1753602019255055348,1753602019257583348,2528,200,2
1753602019258790331,1753602019262700331,3910,200,2
1753602019266023001,1753602019271155001,5132,200,1
1753602019275456350,1753602019278506350,3050,200,1
1753602019288131833,1753602019291535833,3404,200,2
1753602019291761942,1753602019294362942,2601,200,3
1753602019301669248,1753602019304750248,3081,200,3
1753602019304902474,1753602019307756474,2854,200,2
1753602019307238551,1753602019309846551,2608,200,1
1753602019314341846,1753602019317741846,3400,200,1
1753602019323987898,1753602019326733898,2746,200,3
1753602019333519983,1753602019337069983,3550,200,1
1753602019347637388,1753602019350758388,3121,200,3
1753602019350084137,1753602019352669137,2585,200,2
1753602019357980996,1753602019360597996,13725,200,0
1753602019365128771,1753602019367757771,2629,200,2
1753602019368983353,1753602019373001353,4018,200,1
1753602019382647904,1753602019386319904,15420,200,0
1753602019384789823,1753602019387665823,2876,200,3
1753602019388669827,1753602019391652827,2983,200,1
1753602019389271101,1753602019392474101,3203,200,2
1753602019398855287,1753602019402330287,3475,200,2
1753602019408648565,1753602019411094565,2446,200,1
1753602019411978774,1753602019414665774,20514,200,0
1753602019425705104,1753602019428546104,2841,200,1
1753602019435158106,1753602019438281106,3123,200,3
1753602019438159872,1753602019442684872,4525,200,1
1753602019452182005,1753602019455370005,1701,200,0
1753602019464888607,1753602019467903607,8649,200,0
1753602019469561624,1753602019473584624,4023,200,3
1753602019482440879,1753602019485633879,4927,200,0
1753602019484380869,1753602019487223869,2843,200,3
1753602019489560879,1753602019492376879,12184,200,0
1753602019495797415,1753602019498434415,2637,200,2
1753602019510018429,1753602019512944429,11088,200,0
1753602019514466908,1753602019517422908,2956,200,2
1753602019520211194,1753602019522816194,2605,200,1
1753602019523297599,1753602019526081599,2784,200,1
1753602019535499129,1753602019538123129,15359,200,0
1753602019538231751,1753602019540706751,2475,200,2
1753602019550854448,1753602019553175448,2321,200,3
1753602019555930232,1753602019559057232,3127,200,2
1753602019564118476,1753602019566900476,2782,200,3
1753602019577171257,1753602019579694257,9888,200,0
1753602019581142055,1753602019583654055,2512,200,3
1753602019589013701,1753602019591693701,2680,200,3
1753602019598483404,1753602019601266404,2783,200,3
1753602019607085673,1753602019610372673,3287,200,1
1753602019613151574,1753602019615788574,2637,200,2
1753602019622769977,1753602019625968977,3199,200,1
1753602019627454405,1753602019630669405,3215,200,2
1753602019629763134,1753602019632478134,2715,200,3
1753602019629896281,1753602019632591281,2695,200,2
1753602019638916522,1753602019641672522,2756,200,1
1753602019647466461,1753602019650012461,2546,200,3
1753602019659372948,1753602019662471948,3099,200,2
1753602019661707552,1753602019665398552,3691,200,2
1753602019671726641,1753602019676967641,5241,200,1
1753602019678476782,1753602019681032782,8359,200,0
1753602019686294586,1753602019689809586,3515,200,1
1753602019698675530,1753602019702351530,3676,200,1
1753602019706404348,1753602019710192348,3788,200,1
1753602019712891290,1753602019715343290,2452,200,3
1753602019722504921,1753602019724768921,2264,200,2
1753602019724706267,1753602019727336267,2630,200,3
1753602019737702276,1753602019741308276,3606,200,1
1753602019745406872,1753602019747735872,2329,200,1
1753602019746038065,1753602019748821065,2783,200,3
1753602019753207254,1753602019756061254,2854,200,2
1753602019767286243,1753602019769929243,1529,200,0
1753602019781861006,1753602019785626006,14107,200,0
1753602019788208986,1753602019792151986,3943,200,3
1753602019792161516,1753602019795851516,3690,200,3
1753602019806104386,1753602019809290386,3186,200,3
1753602019810339014,1753602019813696014,3357,200,3
1753602019810606060,1753602019813223060,2617,200,3
1753602019814284916,1753602019816923916,2639,200,3
1753602019821293363,1753602019823882363,2589,200,3
1753602019831322741,1753602019833836741,19768,200,0
1753602019832319079,1753602019835380079,3061,200,3
1753602019837297387,1753602019839628387,2331,200,2
1753602019848132770,1753602019852364770,4232,200,2
1753602019853260947,1753602019856407947,3147,200,3
1753602019855876201,1753602019858857201,2981,200,3
1753602019866465469,1753602019868988469,2523,200,3
1753602019872965991,1753602019877041991,4076,200,2
1753602019883315307,1753602019886725307,3410,200,1
1753602019890526130,1753602019893208130,2682,200,3
1753602019902623990,1753602019906236990,3613,200,3
1753602019910248982,1753602019913430982,3182,200,2
1753602019924767320,1753602019928081320,3314,200,3
1753602019936874905,1753602019939209905,2335,200,1
1753602019947620660,1753602019949904660,2284,200,1
1753602019954921687,1753602019957680687,2759,200,3
1753602019963998678,1753602019967260678,3262,200,1
1753602019969607283,1753602019973031283,3424,200,3
1753602019970743972,1753602019973580972,2837,200,3
1753602019983916833,1753602019987195833,3279,200,3
1753602019995939647,1753602019999521647,3582,200,3
1753602020007360068,1753602020010292068,2932,200,1
1753602020020153570,1753602020023161570,3008,200,1
1753602020028356585,1753602020030612585,2256,200,2
1753602020043165166,1753602020045806166,2641,200,2
1753602020050211675,1753602020052777675,2566,200,2
1753602020064814357,1753602020067671357,2857,200,3
1753602020066016239,1753602020068502239,18473,200,0
1753602020071650902,1753602020076555902,4905,200,2
1753602020080154988,1753602020083940988,3786,200,1
1753602020092341290,1753602020095472290,3131,200,3
1753602020100095752,1753602020103287752,11116,200,0
1753602020111862744,1753602020114829744,2967,200,3
1753602020117428320,1753602020119842320,12288,200,0
1753602020127509832,1753602020130172832,2663,200,2
1753602020139371526,1753602020142261526,7020,200,0
1753602020148309077,1753602020152397077,4088,200,3
1753602020148619187,1753602020151944187,3325,200,1
1753602020158401663,1753602020161355663,2954,200,3
1753602020158403582,1753602020160585582,19296,200,0
1753602020162913378,1753602020165876378,2963,200,3
1753602020164621246,1753602020167595246,2974,200,1
1753602020175989419,1753602020178657419,2668,200,3
1753602020178495874,1753602020181113874,2618,200,3
1753602020189205104,1753602020192877104,3672,200,3
1753602020190281597,1753602020193509597,3228,200,2
1753602020193363330,1753602020196420330,3057,200,3
1753602020203713241,1753602020206497241,2784,200,2
1753602020217480100,1753602020219925100,2445,200,2
1753602020218545355,1753602020220996355,2451,200,2
1753602020227693485,1753602020230383485,2690,200,3
1753602020233611064,1753602020237295064,3684,200,1
1753602020242871616,1753602020245392616,2521,200,2
1753602020244022162,1753602020247554162,3532,200,2
1753602020244272029,1753602020248179029,3907,200,1
1753602020245444127,1753602020250511127,5067,200,3
1753602020258712649,1753602020262666649,3954,200,1
1753602020266016700,1753602020269207700,3191,200,3
1753602020275137003,1753602020277754003,2617,200,3
1753602020277123388,1753602020283277388,6154,200,3
1753602020287335670,1753602020290839670,18364,200,0
1753602020300753194,1753602020303620194,2867,200,2
1753602020303700170,1753602020306400170,2700,200,1
1753602020315323589,1753602020317971589,2648,200,2
1753602020327957841,1753602020331057841,3100,200,2
1753602020342732155,1753602020345640155,2908,200,2
1753602020351157099,1753602020354780099,3623,200,2
1753602020360761334,1753602020364008334,3247,200,3
1753602020365896570,1753602020368240570,2344,200,2
1753602020377524119,1753602020380385119,12866,200,0
1753602020382147366,1753602020386919366,4863,200,0
1753602020391432780,1753602020395419780,3987,200,0
1753602020400764257,1753602020406320257,21030,200,0
1753602020415495638,1753602020419392638,3897,200,2
1753602020427217796,1753602020429552796,2335,200,2
1753602020428646000,1753602020431587000,2941,200,2
1753602020431282245,1753602020433997245,2715,200,0
1753602020436601046,1753602020439452046,2851,200,3
1753602020442502122,1753602020445469122,2967,200,2
1753602020453175685,1753602020456319685,3144,200,1
1753602020457042465,1753602020461015465,16441,200,0
1753602020465365747,1753602020468486747,3121,200,2
1753602020472097713,1753602020475068713,2971,200,3
1753602020476642813,1753602020478954813,2312,200,2
1753602020486208525,1753602020490691525,4483,200,2
1753602020492671756,1753602020495892756,3221,200,3
1753602020507258429,1753602020513341429,6083,200,1
1753602020509183171,1753602020512581171,3398,200,2
1753602020522567280,1753602020525305280,2738,200,3
1753602020532054864,1753602020535046864,8220,200,1
1753602020538889572,1753602020543051572,4162,200,2
1753602020540049223,1753602020544598223,4736,200,1
1753602020549681919,1753602020552784919,3103,200,2
1753602020561643388,1753602020564980388,3337,200,3
1753602020566852385,1753602020569349385,16370,200,1
1753602020577461925,1753602020580318925,2857,200,3
1753602020585378939,1753602020588084939,2706,200,3
1753602020586722851,1753602020590134851,3412,200,2
1753602020599519259,1753602020602307259,17578,200,1
1753602020604163143,1753602020606881143,2718,200,2
1753602020611315026,1753602020615210026,3895,200,3
1753602020622653818,1753602020626512818,9339,200,0
1753602020635698033,1753602020638313033,2615,200,3
1753602020648412889,1753602020650795889,2383,200,2
1753602020653885687,1753602020656466687,2581,200,3
1753602020666500605,1753602020669618605,17329,200,1
1753602020668775876,1753602020671319876,2544,200,3
1753602020676990679,1753602020680358679,3368,200,3
1753602020683429474,1753602020686415474,2986,200,3
1753602020696325197,1753602020699232197,2907,200,3
1753602020707080039,1753602020709948039,2868,200,3
1753602020716893531,1753602020720786531,3893,200,2
1753602020728967023,1753602020731721023,2754,200,0
1753602020734143711,1753602020736741711,2598,200,2
1753602020740755816,1753602020743633816,2878,200,2
1753602020742287589,1753602020744961589,2674,200,2
1753602020747509971,1753602020750673971,21110,200,0
1753602020750480118,1753602020753192118,2712,200,2
1753602020761370312,1753602020764308312,14915,200,1
1753602020763297336,1753602020768874336,5577,200,3
1753602020776921380,1753602020780431380,3510,200,3
1753602020785858768,1753602020788731768,2873,200,3
1753602020792502564,1753602020795359564,2857,200,2
1753602020794278574,1753602020797227574,2949,200,3
1753602020800928215,1753602020805168215,4240,200,2
1753602020809323376,1753602020812375376,10402,200,0
1753602020811468935,1753602020814162935,2694,200,3
1753602020826010462,1753602020829566462,3556,200,3
1753602020831384053,1753602020836384053,5000,200,2
1753602020837854675,1753602020840427675,5095,200,0
1753602020842100510,1753602020844634510,2534,200,3
1753602020847655977,1753602020850136977,2481,200,0
1753602020851772808,1753602020854858808,7949,200,0
1753602020864490582,1753602020866940582,2450,200,0
1753602020865557594,1753602020868461594,2904,200,3
1753602020870988697,1753602020874978697,3990,200,3
1753602020879886823,1753602020886306823,12782,200,0
1753602020887026782,1753602020889865782,18452,200,1
1753602020891856986,1753602020895808986,3952,200,2
1753602020899065581,1753602020901588581,19533,200,0
1753602020899996905,1753602020902791905,14861,200,1
1753602020904572596,1753602020908264596,15876,200,1
1753602020911052459,1753602020913424459,2372,200,2
1753602020922468699,1753602020925151699,2683,200,3
1753602020928874731,1753602020932473731,10675,200,0
1753602020935058411,1753602020938089411,3031,200,2
1753602020944797848,1753602020947712848,2915,200,2
1753602020948917435,1753602020953180435,14687,200,1
1753602020957110170,1753602020959822170,2712,200,2
1753602020960010203,1753602020962438203,2428,200,2
1753602020969199843,1753602020972606843,3407,200,3
1753602020977226932,1753602020981290932,4064,200,2
1753602020986965711,1753602020989326711,2361,200,3
1753602020999991295,1753602021002372295,2381,200,3
1753602021011830936,1753602021014720936,2890,200,2
1753602021026550340,1753602021029040340,18845,200,1
1753602021030023976,1753602021032831976,2808,200,2
1753602021044228586,1753602021048458586,4230,200,3
1753602021050851844,1753602021053299844,19058,200,0
1753602021056310330,1753602021058623330,7728,200,0
1753602021063085417,1753602021065802417,2717,200,2
1753602021076803274,1753602021080086274,3283,200,2
1753602021091014333,1753602021093379333,4035,200,1
1753602021103001203,1753602021106561203,3560,200,3
1753602021107487192,1753602021111398192,3911,200,3
1753602021109256294,1753602021112062294,9605,200,1
1753602021112289297,1753602021114737297,13187,200,1
1753602021122298764,1753602021125910764,12784,200,1
1753602021132754980,1753602021135622980,2868,200,3
1753602021133732564,1753602021136211564,18922,200,0
1753602021133786493,1753602021136552493,2766,200,3
1753602021148603772,1753602021151235772,2632,200,0
1753602021153634641,1753602021156408641,2774,200,0
1753602021154255893,1753602021157374893,3119,200,2
1753602021161186439,1753602021164678439,3492,200,3
1753602021162642364,1753602021165104364,2462,200,0
1753602021174777735,1753602021178132735,5207,200,1
1753602021182660797,1753602021185552797,2892,200,2
1753602021191777503,1753602021194091503,2314,200,3
1753602021205582810,1753602021210298810,4716,200,2
1753602021207441127,1753602021211941127,4500,200,3
1753602021210644830,1753602021213106830,2462,200,2
1753602021222361520,1753602021225990520,3629,200,0
1753602021231403668,1753602021233682668,2279,200,0
1753602021237932210,1753602021240723210,2791,200,2
1753602021243235264,1753602021246037264,2802,200,0
1753602021252459066,1753602021255590066,3131,200,0
1753602021266525853,1753602021271110853,4585,200,2
1753602021280651250,1753602021283582250,2931,200,3
1753602021294311971,1753602021296783971,18440,200,1
1753602021308881667,1753602021311866667,2985,200,0
1753602021310842672,1753602021313429672,2587,200,0
1753602021311262112,1753602021313838112,2576,200,0
1753602021323609173,1753602021328507173,4898,200,0
1753602021327289345,1753602021331012345,3723,200,2
1753602021335060344,1753602021337749344,2689,200,0
1753602021342033896,1753602021345174896,3141,200,2
1753602021356532935,1753602021359626935,3094,200,2
1753602021363123871,1753602021365919871,2796,200,2
1753602021365129477,1753602021369011477,15264,200,1
1753602021368169629,1753602021371860629,6264,200,1
1753602021381626368,1753602021384403368,2777,200,0
1753602021393774991,1753602021396838991,3064,200,0
1753602021395856011,1753602021399593011,3737,200,2
1753602021410202787,1753602021413167787,2965,200,0
1753602021415739045,1753602021418807045,3068,200,0
1753602021426569237,1753602021430820237,4251,200,2
1753602021434977055,1753602021440713055,5736,200,2
1753602021447753661,1753602021451252661,3499,200,2
1753602021455041970,1753602021457618970,2577,200,0
1753602021455482868,1753602021458724868,3242,200,0
1753602021463786223,1753602021470207223,6421,200,0
1753602021476462558,1753602021479591558,3129,200,3
1753602021482579163,1753602021485285163,2706,200,3
1753602021494884457,1753602021497479457,2595,200,3
1753602021501534539,1753602021504028539,2494,200,3
1753602021506880868,1753602021510108868,3228,200,2
1753602021512228077,1753602021515661077,3711,200,1
1753602021515630928,1753602021519185928,3555,200,2
1753602021523085853,1753602021525792853,2707,200,3
1753602021537370953,1753602021540951953,3581,200,2
1753602021546167620,1753602021549217620,5326,200,1
1753602021557598731,1753602021560086731,2488,200,3
1753602021560268795,1753602021564595795,4327,200,0
